Plot_ID,Type,Plot_Haglof,Plot_Radius,Tree_Nr,Tree_Spc,Strata,Tree_Dia,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,,,,,,,,,
C3,Control,500,7.6,11,ACRU,Can,180,144,279,158,-1.54,0.64,1.67,292.44,-5,45.5586655,-84.695799,,,,,,,,,
C3,Control,500,7.6,12,ACRU,Sub,46,141,239,103,-1.04,0.82,1.32,308.25,-1,45.5586671,-84.6957925,,,,,,,,,
C3,Control,500,7.6,13,PIST,Sub,76,303,473,330,-3.34,1.36,3.6,292.16,2,45.5586725,-84.6958217,,,,,,,,,
C3,Control,500,7.6,14,PIST,Can,88,374,575,507,-4.75,-0.73,4.8,261.28,-4,45.5586541,-84.6958406,,,,,,,,,
C3,Control,500,7.6,15,POGR,Can,298,304,485,499,-3.31,-2.47,4.12,233.27,-3,45.5586381,-84.6958227,,,,,,,,,
C3,Control,500,7.6,16,POGR,Can,249,210,299,401,-0.95,-2.69,2.85,199.57,-6,45.5586355,-84.6957927,,,,,,,,,
C3,Control,500,7.6,17,ACRU,Sub,76,105,263,309,-1.42,-1.6,2.13,221.59,-4,45.5586454,-84.6957982,,,,,,,,,
C3,Control,500,7.6,18,PIST,Can,100,344,330,496,0.32,-3.79,3.8,175.2,-6,45.5586253,-84.6957768,,,,,,,,,
C3,Control,500,7.6,19,PIST,Sub,64,478,356,557,2.62,-3.76,4.59,145.1,-4,45.5586249,-84.6957473,,,,,,,,,
C3,Control,500,7.6,20,POGR,Can,356,554,413,614,3.49,-3.72,5.1,136.82,-4,45.558625,-84.6957362,,,,,,,,,
C3,Control,500,7.6,21,QURU,Sub,246,200,179,30,0.11,1.01,1.02,6.22,-2,45.5586685,-84.6957777,,,,,,,,,
C2,Control,501,7.6,1,QURU,Can,161,184,237,65,-0.73,1.15,1.36,327.59,-3,45.5585087,-84.6960032,,,,,,,,,
C2,Control,501,7.6,2,POGR,Can,337,239,296,41,-0.3,1.46,1.49,348.39,1,45.5585114,-84.6959976,,,,,,,,,
C2,Control,501,7.6,3,POGR,Can,318,172,158,61,0.03,0.59,0.59,2.86,-10,45.5585035,-84.6959937,,,,,,,,,
C2,Control,501,7.6,4,PIRE,Can,171,99,114,190,0.06,-0.78,0.78,175.6,0,45.5584911,-84.6959938,,,,,,,,,
C2,Control,501,7.6,5,PIRE,Can,132,210,388,272,-2.7,0.57,2.76,281.95,-10,45.558504,-84.6960286,,,,,,,,,
C2,Control,501,7.6,6,PIRE,Can,115,383,570,449,-4.51,0.92,4.6,281.48,-5,45.5585076,-84.6960517,,,,,,,,,
C2,Control,501,7.6,7,ACRU,Can,136,458,660,586,-5.58,-0.71,5.62,262.75,1,45.5584932,-84.6960659,,,,,,,,,
C2,Control,501,7.6,8,ACRU,Can,141,409,610,532,-5.07,-0.51,5.1,264.28,-5,45.5584949,-84.6960594,,,,,,,,,
C2,Control,501,7.6,9,ACRU,Sub,75,452,651,565,-5.51,-0.23,5.51,267.62,-5,45.5584975,-84.6960649,,,,,,,,,
C2,Control,501,7.6,10,QURU,Can,209,435,639,582,-5.26,-1.31,5.42,255.96,-5,45.5584877,-84.6960621,,,,,,,,,
C2,Control,501,7.6,11,PIST,Sub,47,286,485,465,-3.69,-1.7,4.06,245.2,-5,45.5584838,-84.6960421,,,,,,,,,
C2,Control,501,7.6,12,PIST,Sub,8,238,435,417,-3.26,-1.51,3.59,245.07,-5,45.5584854,-84.6960365,,,,,,,,,
C2,Control,501,7.6,13,PIST,Sub,38,118,312,308,-2.04,-1.18,2.36,239.99,-7,45.5584881,-84.6960209,,,,,,,,,
C2,Control,501,7.6,14,PIRE,Sub,49,255,368,455,-1.73,-3.06,3.52,209.54,-5,45.5584711,-84.6960176,,,,,,,,,
C2,Control,501,7.6,15,PIRE,Sub,73,435,366,558,1.47,-4.21,4.46,160.79,-4,45.5584599,-84.695977,,,,,,,,,
C2,Control,501,7.6,16,PIST,Sub,16,361,284,476,1.3,-3.44,3.68,159.35,-4,45.5584669,-84.6959789,,,,,,,,,
C2,Control,501,7.6,17,PIST,Sub,69,245,61,192,1.46,-0.06,1.46,92.35,-1,45.5584972,-84.6959756,,,,,,,,,
C2,Control,501,7.6,18,POGR,Can,295,806,612,697,6.86,0.97,6.93,81.99,-5,45.5585051,-84.695906,,,,,,,,,
C2,Control,501,7.6,19,PIST,Sub,30,507,361,346,3.3,2.28,4.01,55.32,-5,45.5585178,-84.6959512,,,,,,,,,
C2,Control,501,7.6,20,PIST,Sub,12,621,581,426,1.13,5.3,5.42,12.08,-12,45.5585456,-84.6959778,,,,,,,,,
C2,Control,501,7.6,21,FAGR,Sub,16,653,604,453,1.48,5.51,5.7,15,-8,45.5585473,-84.6959733,,,,,,,,,
C2,Control,501,7.6,22,PIRE,Sub,74,601,559,401,1.11,5.04,5.16,12.4,-3,45.5585432,-84.6959782,,,,,,,,,
C2,Control,501,7.6,23,PIST,Sub,17,521,473,320,1.14,4.21,4.37,15.12,-3,45.5585358,-84.6959781,,,,,,,,,
C2,Control,501,7.6,24,PIST,Can,109,543,552,362,-0.31,4.78,4.79,356.29,0,45.5585412,-84.6959965,,,,,,,,,
C2,Control,501,7.6,25,POGR,Can,186,411,526,336,-2.74,3.08,4.13,318.32,-6,45.5585266,-84.6960283,,,,,,,,,
C2,Control,501,7.6,26,PIST,Can,88,358,450,250,-1.86,2.91,3.45,327.41,1,45.5585248,-84.696017,,,,,,,,,
C2,Control,501,7.6,27,PIST,Sub,48,408,554,379,-3.54,2.65,4.42,306.82,0,45.5585229,-84.6960386,,,,,,,,,
C1,Control,503,7.89,1,QURU,Can,277,46,188,218,-0.6,-1.03,1.19,210.39,-8,45.5581642,-84.6959878,,,,,,,,,
C1,Control,503,7.89,2,PIST,Sub,76,446,330,259,2.19,2.56,3.37,40.56,-4,45.5581958,-84.6959506,,,,,,,,,
C1,Control,503,7.89,3,PIRE,Sub,18,434,302,259,2.43,2.17,3.25,48.22,-6,45.5581922,-84.6959478,,,,,,,,,
C1,Control,503,7.89,4,PIST,Sub,27,468,287,471,3.51,-2.05,4.07,120.28,-11,45.558154,-84.6959354,,,,,,,,,
C1,Control,503,7.89,5,PIRE,Can,169,420,317,515,2,-3.55,4.07,150.6,-1,45.5581409,-84.6959554,,,,,,,,,
C1,Control,503,7.89,6,FAGR,Sub,9,311,266,439,0.7,-3.25,3.33,167.88,-4,45.5581439,-84.6959719,,,,,,,,,
C1,Control,503,7.89,7,PIST,Sub,33,190,195,331,0.01,-2.26,2.26,179.75,-8,45.558153,-84.6959804,,,,,,,,,
C1,Control,503,7.89,8,PIST,Sub,34,74,201,256,-0.85,-1.37,1.61,211.82,-1,45.5581612,-84.6959911,,,,,,,,,
C1,Control,503,7.89,9,PIRE,Can,137,680,664,835,0.64,-7.2,7.23,174.92,-1,45.5581084,-84.6959741,,,,,,,,,
C1,Control,503,7.89,10,PIRE,Can,218,555,605,740,-1.32,-6.1,6.24,192.21,-10,45.5581188,-84.6959988,,,,,,,,,
C1,Control,503,7.89,11,PIST,Sub,28,348,434,538,-1.68,-4.03,4.36,202.58,-4,45.5581375,-84.6960026,,,,,,,,,
C1,Control,503,7.89,12,PIRE,Can,178,251,352,447,-1.4,-3.05,3.36,204.74,-5,45.5581463,-84.6959988,,,,,,,,,
C1,Control,503,7.89,13,PIST,Sub,40,251,408,454,-2.57,-2.61,3.66,224.56,-6,45.5581506,-84.6960135,,,,,,,,,
C1,Control,503,7.89,14,PIRE,Can,146,373,520,576,-3.16,-3.64,4.82,220.97,-5,45.5581414,-84.6960214,,,,,,,,,
C1,Control,503,7.89,15,PIST,Sub,24,382,538,585,-3.52,-3.52,4.98,225,0,45.5581426,-84.696026,,,,,,,,,
C1,Control,503,7.89,16,PIST,Sub,35,456,628,652,-4.56,-3.53,5.76,232.26,-2,45.5581428,-84.6960393,,,,,,,,,
C1,Control,503,7.89,17,PIST,Sub,24,369,559,547,-4.36,-2.19,4.88,243.28,-4,45.5581547,-84.6960363,,,,,,,,,
C1,Control,503,7.89,18,PIST,Sub,41,313,503,393,-3.93,0.58,3.97,278.33,-7,45.5581795,-84.6960298,,,,,,,,,
C1,Control,503,7.89,19,PIRE,Sub,55,205,388,279,-2.76,0.49,2.8,280.07,0,45.5581785,-84.6960148,,,,,,,,,
C1,Control,503,7.89,20,PIST,Sub,8,77,245,175,-1.44,0.06,1.44,272.39,-4,45.5581742,-84.695998,,,,,,,,,
C1,Control,503,7.89,21,PIST,Sub,53,146,173,76,-0.4,0.52,0.65,322.43,-4,45.5581781,-84.6959846,,,,,,,,,
C1,Control,503,7.89,22,PIST,Sub,47,402,570,418,-4.16,1.96,4.6,295.23,-6,45.558192,-84.6960322,,,,,,,,,
C1,Control,503,7.89,23,POGR,Can,303,329,470,300,-2.86,1.96,3.47,304.42,0,45.5581917,-84.6960156,,,,,,,,,
C1,Control,503,7.89,24,POGR,Can,307,607,719,525,-3.81,4.66,6.03,320.72,-3,45.5582163,-84.6960268,,,,,,,,,
C1,Control,503,7.89,25,PIRE,Can,142,629,717,516,-3.01,5.36,6.15,330.73,-3,45.5582223,-84.6960162,,,,,,,,,
C1,Control,503,7.89,26,ACRU,Can,150,391,427,229,-0.82,3.3,3.4,345.96,-7,45.5582032,-84.695989,,,,,,,,,
C4,Control,706,7.89,1,PIST,Sub,20,237,92,160,1.35,0.34,1.39,75.86,4,45.5588706,-84.6955552,,,,,,,,,
C4,Control,706,7.89,2,FAGR,Sub,45,191,92,116,0.76,0.37,0.84,64.04,4,45.5588711,-84.6955627,,,,,,,,,
C4,Control,706,7.89,3,QURU,Can,308,217,128,124,0.89,0.75,1.16,49.82,9,45.5588745,-84.6955609,,,,,,,,,
C4,Control,706,7.89,4,QURU,Can,199,203,172,55,0.38,0.99,1.06,21,4,45.5588767,-84.6955674,,,,,,,,,
C4,Control,706,7.89,5,FAGR,Sub,45,280,175,118,1.19,1.24,1.72,43.82,3,45.5588788,-84.6955569,,,,,,,,,
C4,Control,706,7.89,6,FAGR,Sub,56,266,181,100,0.98,1.3,1.63,37.01,-1,45.5588794,-84.6955595,,,,,,,,,
C4,Control,706,7.89,7,PIST,Sub,64,471,319,296,2.84,2.12,3.54,53.26,2,45.5588863,-84.6955354,,,,,,,,,
C4,Control,706,7.89,8,POGR,Can,334,768,675,565,3.04,5.8,6.55,27.7,-4,45.5589193,-84.6955315,,,,,,,,,
C4,Control,706,7.89,9,POGR,Can,280,547,509,350,0.82,4.49,4.56,10.35,1,45.5589081,-84.6955604,,,,,,,,,
C4,Control,706,7.89,10,PIST,Sub,56,380,322,181,0.99,2.71,2.88,20.07,1,45.558892,-84.6955589,,,,,,,,,
C4,Control,706,7.89,11,PIST,Sub,47,480,464,289,0.33,4.06,4.08,4.64,3,45.5589044,-84.6955669,,,,,,,,,
C4,Control,706,7.89,12,PIST,Sub,26,479,543,339,-1.61,4.21,4.51,339.12,-3,45.5589063,-84.6955916,,,,,,,,,
C4,Control,706,7.89,13,PIST,Can,97,381,428,226,-0.98,3.24,3.38,343.17,3,45.5588973,-84.6955839,,,,,,,,,
C4,Control,706,7.89,14,PIST,Sub,54,544,664,469,-3.61,4.22,5.55,319.52,-3,45.5589069,-84.6956172,,,,,,,,,
C4,Control,706,7.89,15,PIST,Sub,31,322,436,251,-2.23,2.43,3.29,317.45,6,45.5588903,-84.6956002,,,,,,,,,
C4,Control,706,7.89,16,PIST,Sub,49,181,310,158,-1.65,1.12,1.99,304.17,1,45.5588784,-84.6955933,,,,,,,,,
C4,Control,706,7.89,17,PIST,Sub,31,413,577,419,-4.12,2.18,4.66,297.83,3,45.5588886,-84.6956246,,,,,,,,,
C4,Control,706,7.89,18,PIST,Can,115,506,694,556,-5.57,1.6,5.79,286,4,45.5588837,-84.6956432,,,,,,,,,
C4,Control,706,7.89,19,PIST,Sub,24,432,618,495,-5,1.11,5.13,282.54,10,45.5588792,-84.6956362,,,,,,,,,
C4,Control,706,7.89,20,PIRE,Sub,13,232,427,335,-3.25,0.12,3.25,272.11,0,45.5588699,-84.6956141,,,,,,,,,
C4,Control,706,7.89,21,PIST,Sub,11,201,395,308,-2.94,0.06,2.94,271.17,-4,45.5588692,-84.6956102,,,,,,,,,
C4,Control,706,7.89,22,PIST,Sub,20,141,343,294,-2.45,-0.57,2.51,256.9,2,45.5588634,-84.6956041,,,,,,,,,
C4,Control,706,7.89,23,PIST,Sub,6,224,405,413,-2.87,-1.89,3.44,236.63,0,45.5588517,-84.69561,,,,,,,,,
C4,Control,706,7.89,24,PIRE,Sub,13,131,270,331,-1.39,-1.9,2.35,216.19,1,45.5588512,-84.6955911,,,,,,,,,
C4,Control,706,7.89,25,PIST,Sub,18,198,286,387,-1.04,-2.63,2.83,201.58,-1,45.5588446,-84.6955868,,,,,,,,,
C4,Control,706,7.89,26,PIST,Sub,22,200,263,380,-0.71,-2.61,2.7,195.16,-5,45.5588446,-84.6955826,,,,,,,,,
C4,Control,706,7.89,27,PIST,Sub,13,301,354,481,-0.84,-3.63,3.73,192.99,4,45.5588355,-84.6955846,,,,,,,,,
C4,Control,706,7.89,28,PIST,Sub,7,363,441,555,-1.55,-4.23,4.5,200.12,-1,45.5588303,-84.695594,,,,,,,,,
C4,Control,706,7.89,29,PIST,Sub,39,357,382,523,-0.4,-4.15,4.17,185.51,1,45.5588307,-84.6955792,,,,,,,,,
C4,Control,706,7.89,30,PIST,Sub,7,384,408,537,-0.44,-4.39,4.42,185.7,5,45.5588285,-84.6955798,,,,,,,,,
C4,Control,706,7.89,31,PIST,Sub,71,380,291,480,1.57,-3.43,3.77,155.47,4,45.5588367,-84.6955538,,,,,,,,,
C4,Control,706,7.89,32,POGR,Can,447,190,159,305,0.5,-1.79,1.86,164.39,3,45.5588517,-84.6955668,,,,,,,,,
C4,Control,706,7.89,33,POGR,Can,325,294,177,372,1.5,-2.12,2.59,144.72,-3,45.5588485,-84.6955542,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
